ID,TCN,NAME,ABBR,RACK_ID,city_id
1964,T-62-TN-2218,Motiva Enterprise old Shell terminal,Motiva Sh,261,390
1965,T-62-TN-2219,Magellan Pipeline Company East,MagellanE,261,390
1966,D-00-TN-1966,Motiva Enterprise old Star Ent terminal,Motiva Tx,261,390
1968,T-62-TN-2211,Magellan Pipeline Company West,MagellanW,261,390
1969,T-62-TN-2225,ExxonMobil,XOM,262,391
1970,T-62-TN-2226,Lion Oil,Lion Oil,262,391
1971,T-62-TN-2228,Petroleum Fuel & Terminal Co.,PF&T Co,262,391
1972,T-62-TN-2203,Valero Refining and Marketing West,Valero W,262,391
1973,T-62-TN-2227,Valero Refining and Marketing East,Valero E,262,391
1974,T-62-TN-2231,Magellan Pipeline Company East,MagellanE,263,392
1976,T-62-TN-2233,Citgo,Citgo,263,392
1977,T-62-TN-2234,Cumberland,Cumberland,263,392
1978,T-62-TN-2236,ExxonMobil,XOM,263,392
1980,T-62-TN-2232,Marathon Petroleum Corp-old Ashland loc,MarathonA,263,392
1981,T-62-TN-2238,Marathon Petroleum Corporation,Marathon,263,392
1983,T-62-TN-2241,Motiva Enterprise,Motiva,263,392
1984,T-75-TX-2651,Alon USA LP,Alon USA,264,393
1986,T-75-TX-2652,Delek Refining,Delek,264,394
1987,T-75-TX-2654,Phillips 66 Company PSX,PSX,265,395
1990,T-76-TX-2813,Phillips 66 Company PSX,PSX,267,396
1991,,Way Energy,Way Energy,267,397
1992,T-76-TX-2783,Motiva Enterprise,Motiva,268,398
1993,T-74-TX-2733,Alon USA LP,Alon USA,268,399
1995,T-76-TX-2785,Motiva Enterprise,Motiva,268,399
1996,T-76-TX-2784,Chevron,Chevron,292,400
1999,T-74-TX-2709,Citgo,Citgo,271,401
2000,T-74-TX-2713,U.S.Oil Company,U.S.Oil,272,402
2002,T-75-TX-2701,Citgo,Citgo,274,403
2004,T-74-TX-2716,Citgo,Citgo,275,404
2005,T-74-TX-2718,ElPaso Merchant Petroleum Energy Company,ElPaso,275,404
2006,,Corpus Refining & Marketing,Corpus R&M,275,404
2008,T-74-TX-2711,Citgo - North Port Road Terminal,Citgo NoPt,275,404
2009,T-74-TX-2719,Diamond Shamrock,Shamrock,275,404
2010,T-74-TX-2714,Valero Refining and Marketing,Valero,275,404
2011,T-75-TX-2666,Chevron,Chevron,276,405
2014,T-75-TX-2660,ExxonMobil,XOM,276,406
2015,T-75-TX-2672,Alon USA LP,Alon USA,276,407
2017,T-75-TX-2661,Magellan Pipeline Company,Magellan,276,408
2018,T-75-TX-2668,ExxonMobil,XOM,276,405
2019,T-75-TX-2655,Phillips 66 Company PSX,PSX,276,409
2020,T-75-TX-2665,Magellan Pipeline Company,Magellan,276,410
2021,T-75-TX-2680,NuStar,NuStar,276,407
2024,T-74-TX-2724,Western Refining Company,WRC,277,411
2025,T-74-TX-2726,Holly Refining and Marketing,Holly,277,411
2027,T-74-TX-2710,CLOSED TERMINAL,CLOSED,277,411
2028,T-74-TX-2729,NuStar,NuStar,279,412
2029,T-74-TX-2704,Exxon,Exxon,280,413
2032,T-74-TX-2700,NuStar,NuStar,281,414
2033,T-74-TX-2730,ElPaso Merchant Petroleum Energy Company,ElPaso,281,415
2035,T-76-TX-2794,U.S.Oil Company,U.S.Oil,282,416
2036,T-76-TX-2793,Valero Refining and Marketing,Valero,282,417
2037,T-76-TX-2795,ElPaso Merchant Petroleum Energy Company,ElPaso,282,418
2038,T-76-TX-2808,ExxonMobil,XOM,282,416
2041,T-75-TX-2674,Phillips 66 Company PSX,PSX,284,419
2042,T-75-TX-2650,NuStar,NuStar,284,420
2043,T-75-TX-2679,Chevron,Chevron,285,421
2046,,Bell Point,Bell Point,287,422
2047,T-76-TX-2781,ExxonMobil,XOM,287,423
2048,T-76-TX-2812,ExxonMobil,XOM,287,424
2049,T-76-TX-2809,Kinder Morgan Energy Partners,KMEP,287,425
2052,T-75-TX-2686,Delek Refining,Delek,288,426
2053,T-74-TX-2737,Citgo,Citgo,289,427
2054,T-74-TX-2738,NuStar East,NuStar E,289,427
2055,T-74-TX-2740,ExxonMobil,XOM,289,427
2058,T-74-TX-2745,Motiva Enterprise,Motiva,289,427
2059,T-75-TX-2682,Valero Refining and Marketing,Valero,290,428
2061,T-75-TX-2681,Delek Refining,Delek,292,429
2062,T-74-TX-2703,Citgo,Citgo,293,430
2064,T-74-TX-2749,Fikes Wholeale Inc,Fikes,294,431
2065,T-74-TX-2707,Flint Hills Resources,FlintHills,294,431
2068,T-75-TX-2687,Motiva Enterprise,Motiva,295,432
2069,T-75-TX-2684,Phillips 66 Company PSX,PSX,296,433
2070,T-75-TX-2683,Holly Refining and Marketing,Holly,296,433
2072,T-87-UT-4202,Tesoro,Tesoro,298,434
2073,T-87-UT-4203,Chevron,Chevron,298,434
2075,T-87-UT-4200,Big West - Flying J,Big West,298,435
2076,T-87-UT-4205,Silver Eagle Refining,SilverEagl,298,436
2079,T-54-VA-1661,Citgo,Citgo,299,437
2080,T-54-VA-1670,Crown,Crown,299,438
2082,T-54-VA-1663,Sunoco Logistics Partners LP,Sunoco,299,439
2083,T-54-VA-1660,Transmontaigne,TPSI,299,437
2084,T-54-VA-1675,Quarles,Quarles,299,438
2085,T-54-VA-1692,Kinder Morgan Energy Partners,KMEP,299,440
2087,T-54-VA-1650,Buckeye,Buckeye,300,441
2089,T-54-VA-1694,Plains All American Pipeline LP,PAA,300,442
2090,T-54-VA-1699,Chesapeake Terminal,Ches Term,300,441
2091,T-54-VA-1652,Citgo,Citgo,300,441
2092,T-54-VA-1653,Kinder Morgan Energy Partners North,KMEP N,300,441
2093,T-54-VA-1673,ARC Terminals Holding LLC,ARC,300,441
2094,T-54-VA-1674,Transmontaigne West,TPSI W,300,441
2095,T-54-VA-1669,SemFuels L.P.,SemFuels,300,443
2096,T-54-VA-1654,Kinder Morgan Energy Partners,KMEP,300,441
2098,T-54-VA-1656,Transmontaigne East,TPSI E,300,441
2099,T-54-VA-1682,First Energy,First Engy,301,444
2100,T-54-VA-1677,Buckeye,Buckeye,301,444
2102,T-54-VA-1679,Citgo,Citgo,301,444
2103,T-54-VA-1680,Crown,Crown,301,444
2104,T-54-VA-1681,Kinder Morgan Energy Partners,KMEP,301,444
2105,T-54-VA-1683,Kinder Morgan Energy Partners South,KMEP S,301,444
2106,T-54-VA-1657,Kinder Morgan Energy Partners North,KMEP N,301,444
2108,T-54-VA-1685,Motiva Enterprise,Motiva,301,444
2109,T-54-VA-1687,Transmontaigne West,TPSI W,301,444
2110,T-54-VA-1664,Transmontaigne South,TPSI S,302,445
2111,T-54-VA-1665,Buckeye,Buckeye,302,445
2112,T-54-VA-1666,Transmontaigne North,TPSI N,302,445
2113,,Citgo,Citgo,302,445
2115,T-54-VA-1689,Magellan Pipeline Company,Magellan,302,446
2116,T-54-VA-1690,Kinder Morgan Energy Partners South,KMEP S,302,446
2117,T-54-VA-1668,Magellan Pipeline Company,Magellan,302,445
2118,T-54-VA-1691,Motiva Enterprise,Motiva,302,445
2119,T-03-VT-1100,Global Companies LLC,Global,303,447
2120,,Rutland,Rutland,304,448
2121,T-91-WA-4418,BP Oil Products,BP Oil,305,449
2123,T-91-WA-4427,Phillips 66 Company PSX,PSX,305,450
2124,T-91-WA-4401,Phillips 66 Company PSX,PSX,306,451
2125,T-91-WA-4402,Tesoro,Tesoro,307,452
2127,T-91-WA-4425,BP Oil Products,BP Oil,308,453
2128,T-91-WA-4406,Kinder Morgan Energy Partners,KMEP,308,453
2129,T-91-WA-4408,Shell Oil Products US,SOPUS,308,453
2130,T-91-WA-4409,Time Oil,Time Oil,308,453
2131,T-91-WA-4404,Phillips 66 Company PSX,PSX,308,454
2132,T-91-WA-4410,Phillips 66 Company PSX,PSX,309,455
2134,T-91-WA-4412,Holly Refining and Marketing,Holly,309,455
2135,T-91-WA-4416,Shell Oil Products US,SOPUS,310,456
2136,T-91-WA-4415,NuStar,NuStar,310,457
2137,T-91-WA-4413,Phillips 66 Company PSX,PSX,310,457
2138,T-91-WA-4422,Phillips 66 Company PSX North,PSX N,310,457
2140,T-91-WA-4423,Tidewater,Tidewater,311,458
2141,T-39-WI-3064,Cenex Harvest States,Cenex,312,459
2142,T-39-WI-3082,U.S.Oil Company,U.S.Oil,312,459
2144,T-39-WI-3066,Citgo,Citgo,313,460
2145,T-39-WI-3078,Clark,Clark,313,460
2146,T-39-WI-3075,Marathon Petroleum Corporation,Marathon,313,460
2147,T-39-WI-3077,Buckeye,Buckeye,313,460
2148,T-39-WI-3091,SemFuels L.P. South,SemFuels S,313,460
2149,T-39-WI-3089,U.S.Oil Company West,U.S.Oil W,313,460
2151,T-39-WI-3065,Cenex Harvest States,Cenex,315,461
2152,T-39-WI-3083,ARC Terminals Holding LLC,ARC,315,461
2154,T-39-WI-3069,Terminal Oil Group LTD,TOG,315,462
2155,T-39-WI-3072,Flint Hills Resources,FlintHills,315,461
2156,T-39-WI-3079,Buckeye,Buckeye,315,461
2159,T-39-WI-3062,Buckeye,Buckeye,316,463
2160,T-39-WI-3068,Citgo,Citgo,316,463
2163,T-39-WI-3076,U.S.Oil Company West,U.S.Oil W,316,463
2164,T-39-WI-3094,PTW Inc.,"PTW, Inc",316,463
2165,T-39-WI-3081,NuStar,NuStar,316,463
2166,T-39-WI-3086,U.S.Oil Company North,U.S.Oil N,316,463
2168,T-39-WI-3063,BP Oil Products,BP Oil,317,464
2170,T-39-WI-3074,Flint Hills Resources,FlintHills,318,465
2171,T-39-WI-3087,Magellan Pipeline Company,Magellan,319,466
2172,T-55-WV-3181,Marathon Petroleum Corporation,Marathon,320,467
2173,T-55-WV-3188,Baker Oil Company,Baker,320,468
2176,T-83-WY-4055,Holly Refining and Marketing,Holly,322,469
2177,T-83-WY-4053,Magellan Pipeline Company,Magellan,322,469
2180,T-83-WY-4050,Phillips 66 Company PSX,PSX,325,470
2181,T-83-WY-4057,Sinclair,Sinclair,326,471
2182,D-00-AB-2182,Canadian,CA,327,472
2183,D-00-AB-2183,Canadian,CA,329,473
2184,T-CA-000034,Suncor - Canada,Suncor CA,331,474
2185,D-00-BC-2185,Canadian,CA,333,475
2188,D-00-NB-2188,Canadian,CA,339,476
2189,D-00-NS-2189,Canadian,CA,341,477
2190,D-00-ON-2190,Canadian,CA,343,478
2191,D-00-ON-2191,ESSO - Canada,ESSO CA,345,479
2192,D-00-ON-2192,Suncor - Canada,Suncor CA,347,480
2194,D-00-ON-2194,Canadian,CA,351,481
2195,D-00-QC-2195,Canadian,CA,353,482
2197,D-00-MB-2197,Canadian,CA,337,483
2198,T-CA-000016,ESSO - Canada,ESSO CA,359,484
2199,D-00-AL-2199,Dixie Pipeline Company,Dixie,361,485
2201,D-00-AR-2201,NGL Energy Partners LP,NGL,11,16
2202,D-00-CA-2202,Enterprise Terminals & Storage LLC,EPO,14,19
2204,D-00-GA-2204,Dixie Pipeline Company,Dixie,46,80
2205,D-00-GA-2205,Dixie Pipeline Company,Dixie,363,486
2206,D-00-GA-2206,Dixie Pipeline Company,Dixie,364,487
2207,D-00-IA-2207,Enterprise Terminals & Storage LLC,EPO,365,488
2209,D-00-IA-2209,Kinder Morgan Energy Partners,KMEP,59,102
2210,D-00-IA-2210,Enterprise Terminals & Storage LLC,EPO,60,104
2212,D-00-IA-2212,Enterprise Terminals & Storage LLC,EPO,63,107
2213,D-00-IA-2213,Dome Pipeline Company,Dome,367,489
2214,D-00-IA-2214,Enterprise Terminals & Storage LLC,EPO,368,490
2215,D-00-IA-2215,Enterprise Terminals & Storage LLC,EPO,369,491
2218,D-00-IA-2218,Enterprise Terminals & Storage LLC,EPO,370,492
2219,D-00-IL-2219,Buckeye,Buckeye,74,493
2220,D-00-IL-2220,Kinder Morgan Energy Partners,KMEP,75,494
2221,D-00-IL-2221,Enterprise Terminals & Storage LLC,EPO,371,495
2223,D-00-IL-2223,Kinder Morgan Energy Partners,KMEP,84,135
2224,D-00-IL-2224,Kinder Morgan Energy Partners,KMEP,373,496
2226,D-00-IN-2226,Buckeye,Buckeye,87,141
2227,D-00-IN-2227,NGL Energy Partners LP,NGL,88,497
2228,D-00-IN-2228,Dome Pipeline Company,Dome,89,498
2229,T-48-KS-3675,Kinder Morgan Energy Partners,KMEP,402,499
2232,D-00-KS-2232,Heetco,Heetco,377,500
2233,D-00-KS-2233,Phillips 66 Company PSX,PSX,378,501
2234,D-00-MI-2234,BP Oil Products,BP Oil,407,502
2235,D-00-MN-2235,Dome Pipeline Company,Dome,379,503
2236,D-00-MN-2236,Cochin,Cochin,403,504
2237,D-00-MN-2237,Enterprise Terminals & Storage LLC,EPO,139,505
2238,D-00-MN-2238,Dome Pipeline Company,Dome,139,211
2240,D-00-MO-2240,NGL Energy Partners LP,NGL,380,506
2242,D-00-MO-2242,Enterprise Terminals & Storage LLC,EPO,382,507
2243,D-00-MS-2243,Targa Midstream,Targa,158,230
2244,D-00-MS-2244,Dixie Pipeline Company,Dixie,383,508
2245,D-00-MS-2245,Targa Midstream,Targa,383,508
2246,D-00-ND-2246,Dome Pipeline Company,Dome,384,509
2248,D-00-NE-2248,Kinder Morgan Energy Partners,KMEP,386,510
2249,D-00-NV-2249,Amerigas,Amerigas,197,511
2251,T-99-NY-9999,Texas Eastern Petroleum Products Company,TEPPCO,388,512
2252,D-00-NY-2252,Texas Eastern Petroleum Products Company,TEPPCO,389,513
2253,D-00-OH-2253,Texas Eastern Petroleum Products Company,TEPPCO,390,514
2254,T-31-OH-3119,Texas Eastern Petroleum Products Company,TEPPCO,391,515
2255,D-00-OK-2255,Tonkawa,Tonkawa,392,516
2257,T-99-PA-9999,Texas Eastern Petroleum Products Company,TEPPCO,394,517
2258,D-00-PA-2258,Texas Eastern Petroleum Products Company,TEPPCO,237,518
2259,D-00-SC-2259,Dixie Pipeline Company,Dixie,395,519
2260,D-00-SC-2260,Dixie Pipeline Company,Dixie,396,520
2261,D-00-SD-2261,Growmark,Growmark,256,521
2264,D-00-TX-2264,Enterprise Terminals & Storage LLC,EPO,400,522
2265,D-00-TX-2265,Targa Midstream,Targa,400,522
2266,D-00-WI-2266,Enterprise Terminals & Storage LLC,EPO,401,523
2267,D-00-NC-2267,Dixie Pipeline Company,Dixie,168,240
2269,T-35-IN-3206,Marathon Ashland Petroleum LLC,MAPLLC,111,524
2270,T-85-NM-4260,Diamond Shamrock,Shamrock,410,525
2271,T-16-NY-1452,Hess Corporation - Cairn,Hess-Cairn,206,299
2272,T-14-NY-1415,Buckeye,Buckeye,198,275
2273,T-38-MI-3041,Holland Terminal,Holland,411,526
2274,T-91-WA-4428,Tesoro,Tesoro,305,527
2275,T-11-NY-1308,Buckeye,Buckeye,204,291
2277,D-00-TX-2277,P G & E NGL Marketing LP,P G & E,275,404
2278,T-35-IN-3234,Lassus Brothers,Lassus,87,141
2279,D-00-WI-2279,Dome Pipeline Company,Dome,317,464
2280,D-00-KY-2280,Targa Midstream,Targa,112,528
2281,T-64-MS-2411,Maples Gas Company South,Maples S,159,231
2282,T-23-PA-1709,Superior Plus Energy Services,Supr Plus,247,529
2283,T-56-NC-2039,Colonial,Colonial,173,244
2284,T-84-CO-4115,Holly Refining and Marketing,Holly,28,56
2285,T-61-KY-3265,CountryMark,CntryMark,85,138
2287,D-00-AZ-2287,Western Refining Company,WRC,423,530
2288,T-04-MA-1176,Sprague,Sprague,121,531
2289,D-00-WA-2289,Texon,Texon,233,338
2290,D-00-AR-2290,NGL Energy Partners LP,NGL,424,532
2291,D-00-AR-2291,NGL Energy Partners LP,NGL,425,533
2293,T-14-NY-1417,Sprague,Sprague,198,275
2294,T-06-CT-1277,Sprague,Sprague,33,64
2295,T-35-IN-3201,BP Oil Products,BP Oil,439,534
2296,T-35-IN-3236,CountryMark,CntryMark,87,535
2297,T-16-NY-1462,Buckeye,Buckeye,206,536
2298,T-35-IN-3235,CountryMark,CntryMark,88,537
2299,T-14-NY-1404,Petroleum Fuel & Terminal Co.,PF&T Co,198,275
2300,T-34-OH-3150,ARC Terminals Holding LLC,ARC,212,314
2303,T-01-ME-1013,Webber,Webber,125,192
2304,T-CA-000035,Suncor - Canada,Suncor CA,432,538
2305,T-CA-000013,ESSO - Canada,ESSO CA,429,539
2306,D-00-ON-2306,Canadian,CA,430,540
2307,T-CA-000010,ESSO - Canada,ESSO CA,431,541
2308,D-00-NL-2308,ESSO - Canada,ESSO CA,433,542
2309,D-00-PE-2309,Canadian,CA,434,543
2310,T-01-ME-1011,Webber,Webber,125,544
2312,T-04-MA-1167,L. E. Belcher West,LEBelcherW,122,187
2313,T-38-MI-3046,Marysville Underground Storage,Marysville,435,545
2314,D-00-MI-2314,Plains All American Pipeline LP,PAA,435,546
2315,T-86-AZ-4318,Pro Petroleum,Pro Petro,12,547
2316,D-00-TN-2316,Williams Delivered Price,Wlms Dlvd,262,391
2317,T-02-NH-1050,Sprague River Road,SpragueRR,188,255
2318,T-02-NH-1054,Sprague,Sprague,188,548
2319,T-72-LA-2372,Asco USA LLC,Asco USA,438,549
2320,D-00-SC-2320,Williams Retail Price,Wlms RTL,252,380
2322,D-00-GA-2322,Williams Retail Price,Wlms RTL,46,80
2323,D-00-GA-2323,Williams Retail Price,Wlms RTL,48,83
2324,D-00-TN-2324,Williams Retail Price,Wlms RTL,260,387
2325,D-00-GA-2325,Williams Retail Price,Wlms RTL,47,82
2326,T-25-PA-1760,Buckeye West,Buckeye W,243,364
2327,T-56-NC-2019,Apex Oil,Apex Oil,171,242
2328,T-86-NM-4262,Holly Refining and Marketing,Holly,192,550
2330,T-75-TX-2690,Direct Fuels,Direct,276,409
2331,D-00-IL-2331,Texas Eastern Petroleum Products Company,TEPPCO,75,551
2333,,Coast Gas Inc.,Coast Gas,123,188
2334,T-34-OH-3166,Marathon Petroleum Corporation,Marathon,220,552
2335,T-14-NY-1401,Buckeye,Buckeye,198,273
2336,T-22-NJ-1519,BP Oil Products,BP Oil,189,263
2337,T-86-NM-4250,Holly Refining and Marketing,Holly,194,553
2338,D-00-NB-2338,Canadian,CA,453,554
2339,D-00-NT-2339,Suncor - Canada,Suncor CA,454,555
2340,T-CA-000025,Valero Energy - Canada,Valero CA,455,556
2342,D-00-NB-2342,Canadian,CA,453,557
2343,T-CA-000033,Suncor - Canada,Suncor CA,458,558
2344,D-00-ON-2344,Suncor - Canada,Suncor CA,459,559
2345,D-00-NM-2345,Enterprise Terminals & Storage LLC,EPO,460,560
2346,D-00-OH-2346,BP Oil Products,BP Oil,462,561
2347,T-31-OH-3128,Buckeye,Buckeye,211,311
2348,T-11-NY-1332,Bayside,Bayside,204,291
2349,T-13-NY-1353,Buckeye,Buckeye,204,294
2350,T-CA-000015,ESSO - Canada,ESSO CA,327,472
2352,T-CA-00-0084,Shell - Canada,Shell CA,327,472
2354,T-CA-000032,Suncor - Canada,Suncor CA,329,473
2355,D-00-ON-2355,Husky - Canada,Husky CA,343,478
2356,D-00-SK-2356,Husky - Canada,Husky CA,359,484
2357,D-00-SK-2357,Suncor - Canada,Suncor CA,359,484
2358,D-00-ON-2358,Husky - Canada,Husky CA,347,480
2360,T-CA-000038,Shell - Canada,Shell CA,347,480
2361,D-00-SK-2361,Shell - Canada,Shell CA,359,484
2362,D-00-MB-2362,Husky - Canada,Husky CA,337,483
2363,D-00-MB-2363,Suncor - Canada,Suncor CA,337,483
2365,D-00-BC-2365,Husky - Canada,Husky CA,333,475
2366,D-00-BC-2366,Suncor - Canada,Suncor CA,333,475
2368,D-00-BC-2368,ESSO - Canada,ESSO CA,333,475
2369,T-CA-000017,ESSO - Canada,ESSO CA,337,562
2370,D-00-MB-2370,Suncor - Canada,Suncor CA,337,562
2372,D-00-VT-2372,Green Mountain Railroad,Green Mnt,304,448
2373,T-99-AZ-9999,Musket Oil,Musket,473,563
2374,T-99-AZ-9997,Musket Oil,Musket,474,564
2376,T-CA-000027,ESSO - Canada,ESSO CA,476,565
2377,T-CA-000062,ESSO - Canada,ESSO CA,477,566
2378,D-00-ON-2378,Canadian,CA,478,567
2379,T-43-MO-3719,J.D. Streett Inc.,JD Streett,154,568
2380,T-CA-000003,ESSO - Canada,ESSO CA,480,569
2382,D-00-IA-2382,West Central Soy,WCS,482,570
2384,D-00-SD-2384,Aventine Renewable Energy,Aventine,256,571
2386,T-72-LA-2394,Texas Eastern Petroleum Products Company,TEPPCO,120,572
2387,T-64-MS-2409,Hunt Refining,Hunt Ref,157,573
2388,T-64-MS-2418,Hunt Refining,Hunt Ref,157,574
2390,,Sprague,Sprague,304,575
2391,D-00-ME-2391,Dead River Oil,DeadRiver,125,576
2393,D-00-NY-2393,New Hyde Park,New Hyde,202,577
2394,D-00-NY-2394,Romanelli,Romanelli,202,578
2396,D-00-MA-2396,L. E. Belcher Direct,LEBelcherD,122,187
2397,T-54-VA-1695,Lincoln Energy Solutions,LincolnOil,299,579
2398,D-00-VT-2398,"D&C Terminals, D&C Transportation Inc.",D&C Term,303,580
2400,D-00-MN-2400,Central Minnesota Ethanol Coop,Central MN,137,581
2402,D-00-WI-2402,United Wisconsin Grain Producers LLC,UWGP,318,582
2404,D-00-IL-2404,Lincolnland Agri-Energy LLC,Lincoln Ld,83,583
2407,D-00-MN-2407,Minnesota Energy,Minn Engy,139,584
2408,D-00-MN-2408,AL Corn Clean Fuel,AL Corn,142,585
2409,D-00-MN-2409,Denco LLC,Denco,137,586
2410,D-00-MN-2410,Corn Plus LLC,Corn Plus,139,587
2411,D-00-MN-2411,Heartland Corn Products,HrtlndCorn,139,588
2412,D-00-MO-2412,Mid-MissouriEnergy Inc,Mid-Missri,145,589
2415,T-74-TX-2751,Magellan Pipeline Company,Magellan,277,411
2416,T-76-TX-2805,Petroleum Wholesale Inc.,PWI,282,418
2417,D-00-AZ-2417,Musket Oil,Musket,12,17
2418,D-00-UT-2418,Musket Oil,Musket,594,590
2420,D-00-CA-2420,Zone Pricing,Zone,25,591
2421,D-00-CA-2421,Zone Pricing,Zone,25,592
2423,D-00-CA-2423,Zone Pricing,Zone,27,593
2424,D-00-CA-2424,Zone Pricing,Zone,27,594
2425,D-00-CA-2425,Zone Pricing,Zone,27,595
2426,D-00-CA-2426,Zone Pricing,Zone,27,596
2427,D-00-CA-2427,Zone Pricing,Zone,23,597
2430,D-00-CA-2430,Zone Pricing,Zone,23,598
2431,D-00-CA-2431,Zone Pricing,Zone,23,599
2432,D-00-CA-2432,Zone Pricing,Zone,23,600
2433,D-00-CA-2433,Zone Pricing,Zone,23,601
2434,D-00-CA-2434,Zone Pricing,Zone,23,602
2435,D-00-CA-2435,Zone Pricing,Zone,17,603
2438,D-00-CA-2438,Zone Pricing,Zone,18,604
2439,D-00-CA-2439,Zone Pricing,Zone,18,605
2440,D-00-CA-2440,Zone Pricing,Zone,18,606
2441,D-00-CA-2441,Zone Pricing,Zone,22,607
2442,D-00-CA-2442,Zone Pricing,Zone,18,608
2444,D-00-CA-2444,Zone Pricing,Zone,22,609
2445,D-00-CA-2445,Zone Pricing,Zone,18,610
2446,D-00-CA-2446,Zone Pricing,Zone,18,611
2447,D-00-CA-2447,Zone Pricing,Zone,18,612
2448,D-00-CA-2448,Zone Pricing,Zone,22,613
2449,D-00-CA-2449,Zone Pricing,Zone,22,614
2451,D-00-CA-2451,Zone Pricing,Zone,18,615
2452,D-00-CA-2452,Zone Pricing,Zone,22,616
2453,D-00-CA-2453,Zone Pricing,Zone,22,617
2454,D-00-CA-2454,Zone Pricing,Zone,22,618
2455,D-00-CA-2455,Zone Pricing,Zone,22,619
2456,D-00-CA-2456,Zone Pricing,Zone,22,620
2457,D-00-CA-2457,Zone Pricing,Zone,22,621
2459,D-00-CA-2459,Zone Pricing,Zone,22,622
2460,D-00-CA-2460,Zone Pricing,Zone,22,623
2461,D-00-CA-2461,Zone Pricing,Zone,22,624
2462,D-00-CA-2462,Zone Pricing,Zone,18,625
2463,D-00-CA-2463,Zone Pricing,Zone,24,626
2466,D-00-CA-2466,Zone Pricing,Zone,22,627
2467,D-00-CA-2467,Zone Pricing,Zone,22,625
2468,D-00-CA-2468,Zone Pricing,Zone,25,629
2469,D-00-CA-2469,Zone Pricing,Zone,27,630
2470,D-00-CO-2470,Musket Oil,Musket,28,631
2471,D-00-NV-2471,Musket Oil,Musket,196,632
2472,T-74-TX-2752,Flint Hills Resources,FlintHills,266,633
2474,D-00-CA-2474,Zone Pricing,Zone,20,634
2475,D-00-IA-2475,LincolnWay Energy LLC,LncolnWay,59,635
2476,D-00-CA-2476,Zone Pricing,Zone,25,636
2477,D-00-CA-2477,Zone Pricing,Zone,20,637
2478,D-00-CA-2478,Zone Pricing,Zone,17,638
2479,D-00-CA-2479,Zone Pricing,Zone,23,639
2481,D-00-CA-2481,Zone Pricing,Zone,20,640
2482,D-00-CA-2482,Zone Pricing,Zone,22,641
2483,D-00-CA-2483,Zone Pricing,Zone,22,642
2484,D-00-CA-2484,Zone Pricing,Zone,22,643
2485,D-00-CA-2485,Zone Pricing,Zone,22,644
2486,D-00-CA-2486,Zone Pricing,Zone,22,645
2487,D-00-CA-2487,Zone Pricing,Zone,22,646
2489,D-00-CA-2489,Zone Pricing,Zone,26,647
2490,D-00-CA-2490,Zone Pricing,Zone,26,648
2491,D-00-CA-2491,Zone Pricing,Zone,18,649
2492,D-00-CA-2492,Zone Pricing,Zone,18,650
2493,D-00-CA-2493,Zone Pricing,Zone,24,651
2494,D-00-CA-2494,Zone Pricing,Zone,24,652
2496,D-00-CA-2496,Zone Pricing,Zone,17,653
2497,D-00-CA-2497,Zone Pricing,Zone,17,654
2498,D-00-CA-2498,Zone Pricing,Zone,26,655
2499,D-00-CA-2499,Zone Pricing,Zone,25,656
2500,D-00-CA-2500,Zone Pricing,Zone,25,657
2501,D-00-CA-2501,Zone Pricing,Zone,25,658
2502,D-00-CA-2502,Zone Pricing,Zone,23,659
2504,D-00-CA-2504,Zone Pricing,Zone,27,660
2505,D-00-CA-2505,Zone Pricing,Zone,23,661
2506,D-00-CA-2506,Zone Pricing,Zone,26,662
2507,D-00-CA-2507,Zone Pricing,Zone,23,663
2508,D-00-CA-2508,Zone Pricing,Zone,25,664
2509,D-00-CA-2509,Zone Pricing,Zone,26,665
2511,D-00-CA-2511,Zone Pricing,Zone,27,666
2512,D-00-CA-2512,Zone Pricing,Zone,27,667
2513,D-00-CA-2513,Zone Pricing,Zone,27,668
2514,D-00-CA-2514,Zone Pricing,Zone,27,669
2515,D-00-CA-2515,Zone Pricing,Zone,27,670
2516,D-00-CA-2516,Zone Pricing,Zone,27,671
2517,D-00-CA-2517,Zone Pricing,Zone,27,672
2519,D-00-CA-2519,Zone Pricing,Zone,27,673
2520,D-00-CA-2520,Zone Pricing,Zone,22,674
2521,D-00-CA-2521,Zone Pricing,Zone,22,675
2522,T-23-PA-1733,Global Companies LLC,Global,235,676
2523,D-00-MN-2523,NGL Energy Partners LP,NGL,141,677
2525,D-00-WI-2525,NGL Energy Partners LP,NGL,401,523
2526,D-00-IN-2526,Wolf Lake Terminal,Wolf Lake,86,140
2527,T-76-TX-2790,Lone Star,Lone Star,282,416
2528,D-00-OR-2528,Pacific Oil - Carson Oil,PacifcOil,233,337
2530,D-00-IL-2530,Kinder Morgan Energy Partners,KMEP,75,678
2531,D-00-NY-2531,ExxonMobil,XOM,303,679
2532,D-00-VT-2532,ExxonMobil,XOM,303,680
2533,D-00-CA-2533,Zone Pricing,Zone,22,681
2534,D-00-CA-2534,Zone Pricing,Zone,22,682
2535,D-00-CA-2535,Zone Pricing,Zone,22,683
2536,D-00-CA-2536,Zone Pricing,Zone,22,684
2538,D-00-CA-2538,Zone Pricing,Zone,22,685
2539,D-00-CA-2539,Zone Pricing,Zone,22,686
2540,D-00-CA-2540,Zone Pricing,Zone,22,687
2541,D-00-CA-2541,Zone Pricing,Zone,22,688
