ID,TCN,NAME,ABBR,RACK_ID,city_id
1355,T-35-IN-3213,Transmontaigne,TPSI,85,137
1356,T-61-KY-3279,Transmontaigne,TPSI,85,138
1359,T-35-IN-3209,Citgo,Citgo,86,139
1360,T-35-IN-3202,Valero Refining and Marketing,Valero,86,140
1361,T-35-IN-3218,Marathon Petroleum Corporation,Marathon,86,140
1362,T-35-IN-3224,ExxonMobil,XOM,86,140
1365,,Transmontaigne,TPSI,86,139
1366,T-35-IN-3210,Citgo,Citgo,87,141
1367,T-35-IN-3208,Marathon Petroleum Corporation,Marathon,87,141
1369,T-35-IN-3204,Kinder Morgan Energy Partners,KMEP,88,142
1370,T-35-IN-3233,Marathon Petroleum Corporation,Marathon,88,143
1371,T-35-IN-3217,Buckeye West,Buckeye W,88,143
1373,T-35-IN-3219,Marathon Petroleum Corporation,Marathon,88,142
1374,T-35-IN-3222,Marathon Petroleum Corporation,Marathon,88,144
1375,T-35-IN-3226,Buckeye North,Buckeye N,88,143
1376,T-35-IN-3230,Buckeye,Buckeye,88,145
1378,T-35-IN-3238,Buckeye East,Buckeye E,88,143
1379,T-35-IN-3221,Marathon Petroleum Corporation,Marathon,90,146
1380,T-35-IN-3229,Buckeye,Buckeye,90,146
1381,T-35-IN-3232,Texas Eastern Petroleum Products Company,TEPPCO,91,147
1382,T-35-IN-3203,Buckeye,Buckeye,92,148
1384,T-35-IN-3237,CountryMark,CntryMark,93,149
1385,T-48-KS-3651,Coffeyville Resources R&M LLC,CRR&M LLC,94,150
1386,T-48-KS-3652,NuStar,NuStar,95,151
1388,T-48-KS-3655,Magellan Pipeline Company,Magellan,97,152
1389,T-48-KS-3656,NuStar,NuStar,98,153
1390,T-43-KS-3672,Phillips 66 Company PSX,PSX,99,154
1391,T-48-KS-3658,Sinclair,Sinclair,99,154
1392,T-48-KS-3659,Magellan Pipeline Company,Magellan,99,154
1393,T-48-KS-3660,National Coop Refinery Association,NCRA,100,155
1394,T-48-KS-3661,Magellan Pipeline Company,Magellan,101,156
1395,T-48-KS-3662,Coffeyville Resources R&M LLC,CRR&M LLC,102,157
1396,T-48-KS-3663,NuStar,NuStar,103,158
1399,T-48-KS-3667,Growmark,Growmark,106,159
1400,T-48-KS-3666,Magellan Pipeline Company,Magellan,107,160
1401,T-48-KS-3669,ElPaso Merchant Petroleum Energy Company,ElPaso,107,161
1403,T-48-KS-3671,Phillips 66 Company PSX North,PSX N,107,161
1404,T-48-KS-3669,Magellan Pipeline Company,Magellan,107,161
1405,T-61-KY-3262,Marathon Petroleum Corporation,Marathon,108,162
1406,T-61-KY-3263,Marathon Petroleum Corporation,Marathon,109,163
1407,T-61-KY-3264,Transmontaigne,TPSI,109,163
1408,T-61-KY-3267,Valero Refining and Marketing,Valero,110,164
1409,T-61-KY-3266,Marathon Petroleum Corporation,Marathon,110,164
1411,T-61-KY-3270,Valero Refining and Marketing,Valero,111,165
1412,T-61-KY-3274,Citgo,Citgo,111,165
1413,T-35-IN-3216,Hartford Wood River Terminal,HWRT,412,166
1415,T-61-KY-3272,Marathon Petroleum Corporation,Marathon,111,165
1416,T-61-KY-3273,Sunoco Logistics Partners LP,Sunoco,111,165
1417,T-61-KY-3271,Transmontaigne,TPSI,111,165
1418,T-35-IN-3212,Transmontaigne,TPSI,111,167
1419,T-61-KY-3276,Marathon Petroleum Corporation,Marathon,112,168
1420,T-61-KY-3278,Transmontaigne,TPSI,112,168
1421,T-62-KY-2244,Transmontaigne South,TPSI S,112,168
1422,T-72-LA-2351,Chevron,Chevron,113,169
1423,T-72-LA-2352,Citgo,Citgo,113,169
1425,T-72-LA-2392,Placid,Placid,114,170
1426,,Canal,Canal,115,171
1427,T-72-LA-2357,Chevron,Chevron,115,172
1428,T-72-LA-2375,Buckeye,Buckeye,115,173
1429,T-72-LA-2358,ExxonMobil,XOM,115,172
1431,T-72-LA-2366,Alon USA LP,Alon USA,115,174
1433,T-72-LA-2361,Motiva Enterprise,Motiva,116,175
1434,T-72-LA-2368,Citgo,Citgo,117,176
1435,T-72-LA-2381,Phillips 66 Company PSX,PSX,117,177
1436,T-72-LA-2393,Monroe Terminal Company LLC,Monroe,118,178
1437,T-72-LA-2360,PBF Holding Company LLC,PBF,119,179
1440,T-72-LA-2373,Motiva Enterprise,Motiva,119,180
1441,T-72-LA-2378,Calumet,Calumet,120,181
1442,T-04-MA-1155,Citgo,Citgo,121,182
1443,T-04-MA-1161,ElPaso Merchant Petroleum Energy Company,ElPaso,121,183
1444,T-04-MA-1165,ElPaso Merchant Petroleum Energy Company,ElPaso,121,184
1447,T-04-MA-1162,Global Companies LLC,Global,121,183
1449,T-04-MA-1154,Sunoco Logistics Partners LP,Sunoco,121,185
1450,T-04-MA-1163,Northeast,Northeast,121,186
1452,T-04-MA-1160,Irving Oil,Irving,121,183
1454,T-04-MA-1168,Buckeye,Buckeye,122,187
1455,T-04-MA-1179,Springfield Terminals Inc,STI,122,187
1456,T-52-MD-1550,Buckeye,Buckeye,123,188
1457,T-52-MD-1551,Kinder Morgan Energy Partners,KMEP,123,189
1458,T-52-MD-1554,Apex Oil North,Apex Oil N,123,188
1460,T-52-MD-1556,Crown,Crown,123,188
1461,T-52-MD-1558,ExxonMobil,XOM,123,188
1462,T-52-MD-1561,Motiva Enterprise,Motiva,123,188
1463,T-52-MD-1562,Citgo,Citgo,123,188
1467,T-52-MD-1568,"Center Point Terminal Company, LLC",Center Pt,124,190
1468,T-01-ME-1002,Coldbrook,Coldbrook,125,191
1469,,Irving Oil,Irving,125,192
1472,T-01-ME-1012,Webber,Webber,125,193
1473,T-01-ME-1003,Sprague,Sprague,126,194
1474,T-01-ME-1007,Getty,Getty,126,194
1476,T-01-ME-1001,Flint Hills Resources,FlintHills,126,194
1478,T-01-ME-1009,Global Companies LLC,Global,126,194
1479,T-01-ME-1010,Citgo,Citgo,126,194
1480,T-38-MI-3031,Valero Refining and Marketing,Valero,127,195
1481,T-38-MI-3036,Citgo,Citgo,128,196
1483,T-38-MI-3001,U.S.Oil Company,U.S.Oil,129,197
1486,T-38-MI-3014,Buckeye East,Buckeye E,130,198
1487,T-38-MI-3007,Buckeye North,Buckeye N,130,198
1488,T-38-MI-3037,Sunoco Logistics Partners LP,Sunoco,130,199
1489,T-38-MI-3044,Buckeye,Buckeye,130,198
1490,T-38-MI-3039,Delta,Delta,130,200
1492,T-38-MI-3042,Marathon Petroleum Corporation,Marathon,130,198
1494,T-38-MI-3030,Sunoco Logistics Partners LP,Sunoco,130,201
1495,T-38-MI-3025,Buckeye,Buckeye,130,202
1499,T-38-MI-3029,Sunoco Logistics Partners LP,Sunoco,131,203
1500,T-38-MI-3004,Buckeye,Buckeye,132,204
1501,T-38-MI-3009,Citgo,Citgo,132,205
1502,T-38-MI-3043,Buckeye,Buckeye,132,206
1504,T-38-MI-3027,Buckeye,Buckeye,132,205
1506,T-38-MI-3008,Citgo,Citgo,134,207
1507,T-38-MI-3013,Buckeye,Buckeye,134,207
1509,T-38-MI-3010,Citgo,Citgo,135,208
1510,T-38-MI-3011,Marathon Petroleum Corp-old Ashland loc,MarathonA,135,208
1511,T-38-MI-3019,Marathon Petroleum Corporation,Marathon,135,208
1513,T-38-MI-3028,Buckeye North,Buckeye N,135,208
1514,T-38-MI-3040,Buckeye South,Buckeye S,135,208
1515,T-38-MI-3035,Marathon Petroleum Corporation,Marathon,136,209
1518,T-41-MN-3405,Magellan Pipeline Company,Magellan,138,210
1520,T-41-MN-3413,Magellan Pipeline Company,Magellan,139,211
1522,T-41-MN-3403,NuStar,NuStar,141,212
1524,D-00-MN-1524,Flint Hills Resources,FlintHills,141,212
1525,T-41-MN-3404,Saint Paul Park Refining LLC,StPaulPrk,141,213
1526,T-41-MN-3415,Magellan Pipeline Company,Magellan,141,212
1530,T-43-MO-3715,Sinclair,Sinclair,144,214
1531,T-43-MO-3705,Texas Eastern Petroleum Products Company,TEPPCO,144,215
1532,T-43-MO-3704,Transmontaigne,TPSI,144,216
1534,T-43-MO-3707,Magellan Pipeline Company,Magellan,146,217
1535,T-43-MO-3708,Magellan Pipeline Company,Magellan,147,218
1536,T-43-MO-3709,Phillips 66 Company PSX,PSX,148,219
1538,T-43-MO-3713,Phillips 66 Company PSX,PSX,150,220
1539,T-43-MO-3727,Transmontaigne,TPSI,150,220
1542,T-43-MO-3710,Phillips 66 Company PSX,PSX,152,221
1543,T-43-MO-3718,Magellan Pipeline Company,Magellan,153,222
1544,T-43-MO-3726,Kinder Morgan Energy Partners,KMEP,154,223
1545,,Phillips 66 Company PSX,PSX,154,224
1547,T-43-MO-3725,Buckeye North,Buckeye N,154,223
1548,T-43-MO-3721,Magellan Pipeline Company,Magellan,154,224
1549,T-72-MS-2422,Texas Eastern Petroleum Products Company,TEPPCO,155,225
1550,T-64-MS-2400,Munro Petroleum & Terminal,Munro P&T,156,226
1551,,Placid,Placid,156,227
1552,T-64-MS-2417,Transmontaigne,TPSI,157,228
1555,T-64-MS-2402,Kinder Morgan Energy Partners,KMEP,157,229
1556,T-64-MS-2404,Motiva Enterprise,Motiva,157,229
1557,,Transmontaigne South,TPSI S,157,229
1558,T-72-MS-2421,Delta,Delta,158,230
1560,,Valero Refining and Marketing,Valero,158,230
1561,T-64-MS-2408,Transmontaigne North,TPSI N,158,230
1562,T-64-MS-2410,Maples Gas Company North,Maples N,159,231
1563,T-64-MS-2415,Transmontaigne,TPSI,159,231
1564,T-64-MS-2412,Citgo,Citgo,159,231
1565,T-64-MS-2414,Murphy,Murphy,159,231
1568,T-64-MS-2419,Citgo,Citgo,161,232
1570,T-81-MT-4005,Cenex Harvest States,Cenex,162,233
1571,T-81-MT-4000,Phillips 66 Company PSX,PSX,162,234
1572,T-81-MT-4007,ExxonMobil,XOM,162,234
1573,T-81-MT-4001,Phillips 66 Company PSX,PSX,163,235
1575,T-81-MT-4006,Cenex Harvest States,Cenex,164,236
1576,T-81-MT-4002,Phillips 66 Company PSX,PSX,165,237
1577,T-81-MT-4011,Montana Refining Company,MT Ref,165,237
1579,T-81-MT-4009,ExxonMobil,XOM,166,238
1580,T-81-MT-4004,Phillips 66 Company PSX,PSX,167,239
1581,T-81-MT-4010,ExxonMobil,XOM,167,239
1582,T-56-NC-2027,Motiva Enterprise,Motiva,168,240
1583,T-56-NC-2023,Transmontaigne,TPSI,169,241
1584,T-56-NC-2024,Magellan Pipeline Company West,MagellanW,169,241
1586,T-56-NC-2001,Citgo,Citgo,169,241
1587,T-56-NC-2003,Lincoln Energy Solutions,LincolnOil,169,241
1588,T-56-NC-2000,Kinder Morgan Energy Partners South,KMEP S,169,241
1589,T-56-NC-2002,Marathon Petroleum Corporation,Marathon,169,241
1590,T-56-NC-2004,Kinder Morgan Energy Partners North,KMEP N,169,241
1592,T-56-NC-2006,Magellan Pipeline Company East,MagellanE,169,241
1593,T-56-NC-2007,Motiva Enterprise North,Motiva N,169,241
1595,T-56-NC-2026,Kinder Morgan Energy Partners East,KMEP E,169,241
1597,T-56-NC-2010,Transmontaigne West,TPSI W,171,242
1598,T-56-NC-2011,Magellan Pipeline Company West,MagellanW,171,242
1599,T-56-NC-2022,Transmontaigne East,TPSI E,171,242
1600,T-56-NC-2014,Kinder Morgan Energy Partners North,KMEP N,171,242
1601,T-56-NC-2012,Marathon Ashland Petroleum LLC,MAPLLC,171,242
1603,T-56-NC-2021,Motiva Enterprise,Motiva,171,242
1605,T-56-NC-2015,Kinder Morgan Energy Partners South,KMEP S,171,242
1606,T-56-NC-2028,Transmontaigne,TPSI,172,243
1607,T-56-NC-2029,Marathon Petroleum Corporation East,MarathonE,172,243
1608,T-56-NC-2030,Citgo,Citgo,172,243
1610,T-56-NC-2031,Marathon Petroleum Corporation,Marathon,172,243
1611,T-56-NC-2034,Kinder Morgan Energy Partners North,KMEP N,172,243
1612,T-56-NC-2036,Magellan Pipeline Company,Magellan,172,243
1614,T-56-NC-2033,Kinder Morgan Energy Partners South,KMEP S,172,243
1615,T-56-NC-2037,Buckeye,Buckeye,173,244
1616,T-56-NC-2041,Flint Hills Resources,FlintHills,173,244
1617,T-56-NC-2043,Petroleum Fuel & Terminal Co.,PF&T Co,173,244
1618,T-41-MN-3400,NuStar,NuStar,174,245
1619,T-45-ND-3501,Magellan Pipeline Company,Magellan,174,246
1624,T-45-ND-3503,NuStar East,NuStar E,176,247
1625,T-45-ND-3505,Tesoro,Tesoro,177,248
1626,T-45-ND-3504,Cenex Harvest States,Cenex,178,249
1627,T-47-NE-3600,NuStar,NuStar,179,250
1630,T-47-NE-3603,Phillips 66 Company PSX,PSX,182,251
1631,T-47-NE-3605,Magellan Pipeline Company,Magellan,182,251
1632,T-47-NE-3606,NuStar,NuStar,183,252
1633,T-47-NE-3607,NuStar,NuStar,184,253
1636,T-47-NE-3609,Holly Refining and Marketing,Holly,187,254
1637,D-00-NH-1637,None,None,188,255
1639,T-04-NH-1057,Sprague Avery Lane,SpragueAL,188,255
1640,T-22-NJ-1500,Buckeye,Buckeye,189,256
1641,T-22-NJ-1505,Buckeye,Buckeye,189,257
1644,T-22-NJ-1545,Buckeye,Buckeye,189,258
1645,T-22-NJ-1535,Buckeye,Buckeye,189,259
1647,T-22-NJ-1506,Kinder Morgan Energy Partners West,KMEP W,189,260
1648,T-22-NJ-1513,Citgo,Citgo,189,261
1650,T-22-NJ-1509,Crown,Crown,189,262
1651,T-22-NJ-1520,Getty,Getty,189,263
1653,T-22-NJ-1511,Flint Hills Resources,FlintHills,242,264
1654,T-22-NJ-1516,NuStar,NuStar,189,261
1655,T-22-NJ-1523,Sunoco Logistics Partners LP,Sunoco,189,263
1658,T-22-NJ-1521,Motiva Enterprise,Motiva,189,263
1659,T-22-NJ-1522,Apex Oil,Apex Oil,189,263
1661,,Phillips 66 Company PSX,PSX,189,263
1662,T-22-NJ-1512,Phillips 66 Company PSX,PSX,189,265
1664,T-22-NJ-1525,PBF Holding Company LLC,PBF,190,266
1665,T-22-NJ-1540,Gulf Oil,Gulf Oil,190,267
1667,T-22-NJ-1548,Consumers,Consumers,191,268
1668,T-22-NJ-1542,ExxonMobil,XOM,191,268
1670,T-85-NM-4251,Vecenergy,Vecenergy,192,269
1672,T-85-NM-4255,Western Refining Company,WRC,192,269
1673,T-85-NM-4254,Phillips 66 Company PSX,PSX,192,269
1674,T-85-NM-4253,NuStar,NuStar,192,269
1677,T-85-NM-4258,Western Refining Company,WRC,195,270
1678,T-88-NV-4350,Kinder Morgan Energy Partners,KMEP,196,271
1679,T-88-NV-4351,Equilon,Equilon,196,271
1680,T-88-NV-4360,Flyers Energy LLC South,Flyers S,197,272
1683,T-14-NY-1400,Agway,Agway,198,273
1684,T-14-NY-1402,Citgo,Citgo,198,274
1685,T-14-NY-1418,Getty,Getty,198,275
1686,T-14-NY-1419,Gulf Oil,Gulf Oil,198,275
1688,,All Energy (old Pal Oil),All Energy,198,273
1689,T-14-NY-1420,Transmontaigne,TPSI,198,275
1691,T-14-NY-1406,Apex Oil,Apex Oil,198,276
1692,T-16-NY-1471,Griffith,Griffith,199,277
1693,T-16-NY-1488,Buckeye West,Buckeye W,200,278
1694,T-16-NY-1489,Hess Corporation,Hess,200,278
1697,T-16-NY-1451,Buckeye East,Buckeye E,200,278
1698,T-16-NY-1455,Sunoco Logistics Partners LP,Sunoco,200,279
1699,T-16-NY-1458,Buckeye,Buckeye,201,280
1700,T-16-NY-1459,NOCO Enrgy,NOCO Enrgy,201,281
1703,T-11-NY-1324,Carbo Industries,Carbo Ind,202,282
1704,T-13-NY-1364,Commander,Commander,202,283
1706,T-11-NY-1311,Getty,Getty,202,284
1708,T-11-NY-1460,ExxonMobil,XOM,202,285
1710,T-11-NY-1305,Global Companies LLC,Global,202,286
1711,T-11-NY-1315,Sprague,Sprague,202,287
1712,T-11-NY-1320,Motiva Enterprise old Shell terminal,Motiva Sh,202,286
1713,T-11-NY-1312,Motiva Enterprise,Motiva,202,286
1715,T-11-NY-1303,Phillips 66 Company PSX,PSX,202,288
1716,T-11-NY-1318,United Riverhead Terminal Inc,UnitedRvhd,202,289
1718,,Getty,Getty,204,290
1719,T-13-NY-1361,West Vernon Terminal,W. Vernon,204,290
1721,T-11-NY-1325,Bayside North,Bayside N,204,291
1722,T-11-NY-1307,Castle,Castle,204,292
1724,D-00-NY-1724,Castle,Castle,204,293
1726,T-13-NY-1354,Getty,Getty,204,294
1727,T-11-NY-1302,United Refining,United Ref,204,291
1728,T-11-NY-1304,ARC Terminals Holding LLC,ARC,204,291
1729,T-11-NY-1326,Bayside South,Bayside S,204,291
1730,T-14-NY-1409,Agway,Agway,205,295
1731,T-14-NY-1421,Buckeye,Buckeye,205,296
1732,T-16-NY-1499,Global Companies LLC North,Global N,205,297
1733,T-16-NY-1497,Heritage Energy,Heritage,205,298
1735,T-14-NY-1411,Global Companies LLC West,Global W,205,297
1736,T-14-NY-1414,Global Companies LLC South,Global S,205,297
1737,T-16-NY-1468,Buckeye West,Buckeye W,206,299
1739,T-16-NY-1469,Buckeye - Lyell,Buc-Lyell,206,299
1740,T-16-NY-1470,Griffith,Griffith,206,299
1741,T-16-NY-1472,Buckeye East,Buckeye E,206,299
1742,T-16-NY-1473,Sunoco Logistics Partners LP,Sunoco,206,299
1743,T-16-NY-1474,United Refining,United Ref,206,299
1744,T-16-NY-1456,Buckeye,Buckeye,207,300
1746,T-16-NY-1480,Hess Corporation,Hess,207,301
1747,T-16-NY-1478,Citgo,Citgo,207,301
1748,T-16-NY-1479,ElPaso Merchant Petroleum Energy Company,ElPaso,207,301
1749,T-16-NY-1476,Buckeye,Buckeye,207,302
1750,,NOCO Enrgy,NOCO Enrgy,207,301
1752,T-16-NY-1450,Stratus,Stratus,207,303
1753,T-16-NY-1463,Buckeye,Buckeye,208,304
1754,T-16-NY-1464,Buckeye West,Buckeye W,208,304
1755,T-16-NY-1486,Buckeye,Buckeye,208,305
1756,T-34-OH-3173,Transmontaigne,TPSI,209,306
1757,T-34-OH-3143,Buckeye,Buckeye,210,307
1759,T-34-OH-3140,Marathon Petroleum Corporation,Marathon,210,307
1760,T-34-OH-3159,Sunoco Logistics Partners LP,Sunoco,210,308
1761,T-34-OH-3156,Equilon,Equilon,210,309
1762,T-61-KY-3261,BP Oil Products,BP Oil,211,310
1763,T-31-OH-3104,Kinder Morgan Energy Partners,KMEP,211,311
1765,T-34-OH-3168,Bulk Terminal Storage,BTS,212,312
1766,T-34-OH-3144,Buckeye,Buckeye,212,313
1767,T-34-OH-3163,Citgo,Citgo,212,314
1768,T-34-OH-3170,Equilon South,Equilon S,212,315
1769,,EOTT Energy Corporation,EOTT,212,315
1770,T-34-OH-3151,Marathon Petroleum Corporation,Marathon,212,315
1772,T-34-OH-3157,Buckeye,Buckeye,212,314
1773,T-31-OH-3105,Buckeye South,Buckeye S,213,316
1774,T-31-OH-3120,Citgo,Citgo,213,317
1775,T-31-OH-3107,Buckeye East,Buckeye E,213,316
1776,,EOTT Energy Corporation,EOTT,213,316
1778,T-31-OH-3102,Marathon Petroleum Corporation,Marathon,213,318
1779,T-31-OH-3112,Marathon Petroleum Corporation,Marathon,213,316
1780,T-31-OH-3111,Sunoco Logistics Partners LP West,Sunoco W,213,316
1781,T-31-OH-3116,Sunoco Logistics Partners LP East,Sunoco E,213,316
1782,T-31-OH-3114,Buckeye North,Buckeye N,213,316
1784,T-31-OH-3121,Citgo,Citgo,214,319
1785,T-31-OH-3117,Sunoco Logistics Partners LP,Sunoco,214,319
1786,T-31-OH-3115,Buckeye,Buckeye,214,319
1787,T-31-OH-3113,Marathon Petroleum Corporation,Marathon,215,320
1789,T-34-OH-3146,Buckeye North,Buckeye N,216,321
1790,T-34-OH-3141,Marathon Petroleum Corporation,Marathon,216,322
1791,T-34-OH-3152,Marathon Petroleum Corporation,Marathon,216,321
1792,T-34-OH-3158,Buckeye South,Buckeye S,216,321
1793,T-34-OH-3145,Buckeye,Buckeye,217,323
1794,T-31-OH-3110,ITAPCO,ITAPCO,218,324
1795,T-31-OH-3103,Marathon Petroleum Corporation,Marathon,218,325
1796,T-31-OH-3108,Buckeye,Buckeye,219,326
1797,T-34-OH-3147,Buckeye,Buckeye,220,327
1799,T-34-OH-3165,Citgo,Citgo,221,328
1800,T-34-OH-3169,ARC Terminals Holding LLC,ARC,221,329
1801,T-34-OH-3149,Delta,Delta,221,329
1802,T-34-OH-3153,Marathon Petroleum Corporation,Marathon,221,328
1805,T-34-OH-3155,Marathon Petroleum Corporation,Marathon,222,330
1806,T-34-OH-3162,Sunoco Logistics Partners LP,Sunoco,222,330
1807,T-73-OK-2600,Valero Refining and Marketing,Valero,223,331
1810,T-73-OK-2612,Phillips 66 Company PSX,PSX,226,332
1811,T-73-OK-2614,Transmontaigne,TPSI,226,332
1812,T-73-OK-2616,Williams High Street Terminal,Wlm High,226,332
1815,T-73-OK-2618,Sinclair,Sinclair,228,333
1816,T-73-OK-2608,Phillips 66 Company PSX,PSX,229,334
1817,T-73-OK-2621,Holly Refining and Marketing West,Holly W,229,335
1818,T-73-OK-2620,Holly Refining and Marketing East,Holly E,229,335
1819,T-73-OK-2622,Magellan Pipeline Company,Magellan,229,335
1820,T-73-OK-2623,Valero Refining and Marketing,Valero,230,336
1823,T-93-OR-4455,BP Oil Products,BP Oil,233,337
1824,T-91-WA-4417,NuStar,NuStar,233,338
1825,T-93-OR-4456,Chevron,Chevron,233,337
1829,T-93-OR-4459,NuStar,NuStar,233,337
1830,T-91-WA-4419,Tesoro,Tesoro,233,338
1832,T-93-OR-4463,Time Oil,Time Oil,233,337
1833,T-93-OR-4464,Phillips 66 Company PSX,PSX,233,337
1834,T-93-OR-4452,Tidewater,Tidewater,234,339
1837,T-23-PA-1748,Gulf Oil,Gulf Oil,235,340
1838,D-00-PA-1838,Buckeye,Buckeye,242,341
1839,T-23-PA-1701,Pyramid LLC Petroleum Terminals,PPT,235,342
1840,T-23-PA-1711,Sunoco Logistics Partners LP,Sunoco,235,343
1841,T-23-PA-1744,Sunoco Logistics Partners LP,Sunoco,235,344
1844,T-25-PA-1785,ARC Terminals Holding LLC,ARC,236,345
1845,T-25-PA-1764,Pyramid LLC Petroleum Terminals,PPT,236,346
1846,T-25-PA-1767,Pyramid LLC Petroleum Terminals,PPT,236,347
1849,T-25-PA-1778,Gulf Oil,Gulf Oil,237,348
1850,T-25-PA-1761,Sunoco Logistics Partners LP,Sunoco,237,348
1853,T-23-PA-1714,Pyramid LLC Petroleum Terminals,PPT,238,349
1854,T-23-PA-1716,Pyramid LLC Petroleum Terminals,PPT,238,350
1856,T-23-PA-1726,Sunoco Logistics Partners LP,Sunoco,238,351
1857,T-23-PA-1724,BP Oil Products,BP Oil,238,351
1859,T-23-PA-1728,Pyramid LLC Petroleum Terminals,PPT,240,352
1860,T-23-PA-1729,Sunoco Logistics Partners LP,Sunoco,240,352
1861,T-25-PA-1782,Pennzoil,Pennzoil,241,353
1864,T-23-PA-1731,Kinder Morgan Energy Partners,KMEP,242,354
1865,T-22-NJ-1533,Citgo,Citgo,242,355
1866,T-23-PA-1734,PBF Holding Company LLC South,PBF South,242,354
1867,T-23-PA-1755,Heating Oil Partners LP,HeatingOil,242,354
1868,T-23-PA-1737,PBF Holding Company LLC North,PBF North,242,354
1871,T-23-PA-1705,Petron,Petron,242,356
1872,,Sunoco Logistics Partners LP,Sunoco,242,357
1873,T-23-PA-1710,Sunoco Logistics Partners LP,Sunoco,242,358
1874,T-23-PA-1722,Sunoco Logistics Partners LP,Sunoco,242,359
1875,T-23-PA-1736,Sunoco Logistics Partners LP,Sunoco,242,354
1878,T-22-NJ-1529,Motiva Enterprise,Motiva,242,355
1879,T-23-PA-1732,Phillips 66 Company PSX,PSX,242,354
1880,T-23-PA-1759,Transmontaigne,TPSI,242,354
1881,T-25-PA-1771,Kinder Morgan Energy Partners,KMEP,243,360
1882,T-25-PA-1775,BP Oil Products,BP Oil,243,361
1885,T-25-PA-1776,Pyramid LLC Petroleum Terminals North,PPT N,243,361
1886,T-25-PA-1777,Gulf Oil,Gulf Oil,243,362
1890,T-25-PA-1779,Pennzoil,Pennzoil,243,361
1891,T-25-PA-1791,Sunoco Logistics Partners LP,Sunoco,243,363
1892,T-25-PA-1781,Sunoco Logistics Partners LP,Sunoco,243,361
1893,T-25-PA-1780,Pyramid LLC Petroleum Terminals South,PPT S,243,364
1894,T-23-PA-1706,Agway,Agway,244,365
1895,T-23-PA-1719,BP Oil Products,BP Oil,244,366
1898,T-23-PA-1720,Sunoco Logistics Partners LP,Sunoco,244,366
1899,T-23-PA-1754,Pyramid LLC Petroleum Terminals,PPT,247,367
1900,T-23-PA-1708,Pyramid LLC Petroleum Terminals 2,PPT 2,245,368
1901,T-23-PA-1745,Pyramid LLC Petroleum Terminals,PPT,245,369
1902,T-23-PA-1742,Pyramid LLC Petroleum Terminals,PPT,245,368
1905,T-25-PA-1783,United Refining,United Ref,246,370
1906,T-23-PA-1717,Warex Terminals Corp,Warex,247,371
1907,T-23-PA-1749,ARC Terminals Holding LLC,ARC,247,372
1910,T-05-RI-1202,Global Companies LLC,Global,248,373
1911,T-05-RI-1203,Capitol Terminal Company,Capitol,248,374
1912,T-05-RI-1200,Getty,Getty,248,374
1913,T-05-RI-1207,ExxonMobil,XOM,248,374
1914,T-05-RI-1204,Northeast,Northeast,248,373
1916,T-05-RI-1205,Motiva Enterprise,Motiva,248,373
1917,T-57-SC-2050,Transmontaigne,TPSI,249,375
1918,T-57-SC-2051,Buckeye,Buckeye,249,375
1919,T-57-SC-2053,Marathon Petroleum Corporation,Marathon,249,375
1921,T-57-SC-2054,Kinder Morgan Energy Partners,KMEP,250,376
1922,T-57-SC-2064,Buckeye,Buckeye,250,377
1924,T-57-SC-2066,Kinder Morgan Energy Partners,KMEP,250,377
1925,T-57-SC-2059,Magellan Pipeline Company West,MagellanW,251,378
1926,T-57-SC-2061,Buckeye,Buckeye,251,378
1927,T-57-SC-2060,Kinder Morgan Energy Partners South,KMEP S,251,378
1929,T-57-SC-2063,Magellan Pipeline Company East,MagellanE,251,378
1930,T-58-GA-2504,ST Service,ST Service,251,379
1931,T-57-SC-2067,Transmontaigne,TPSI,252,380
1932,T-57-SC-2068,Magellan Pipeline Company South,MagellanS,252,380
1933,T-57-SC-2052,Buckeye,Buckeye,252,380
1934,,CLOSED TERMINAL,CLOSED,252,380
1935,T-57-SC-2071,Crown,Crown,252,380
1936,T-57-SC-2074,Kinder Morgan Energy Partners,KMEP,252,380
1938,T-57-SC-2076,Magellan Pipeline Company North,MagellanN,252,380
1939,T-57-SC-2077,Citgo,Citgo,252,380
1941,T-46-SD-3550,NuStar,NuStar,253,381
1942,T-46-SD-3551,NuStar,NuStar,254,382
1943,T-46-SD-3552,Magellan Pipeline Company,Magellan,255,383
1945,T-46-SD-3554,Magellan Pipeline Company,Magellan,256,384
1946,T-46-SD-3555,Magellan Pipeline Company,Magellan,257,385
1948,T-46-SD-3557,NuStar,NuStar,259,386
1949,T-62-TN-2200,Magellan Pipeline Company South,MagellanS,260,387
1950,T-58-GA-2556,Transmontaigne,TPSI,260,388
1951,T-62-TN-2201,Kinder Morgan Energy Partners,KMEP,260,387
1953,T-62-TN-2205,Marathon Petroleum Corporation,Marathon,260,387
1954,T-62-TN-2208,Magellan Pipeline Company North,MagellanN,260,389
1955,D-00-TN-1955,J. I. T.,JIT,260,387
1957,T-62-TN-2216,BP Oil Products,BP Oil,261,390
1958,,Chevron,Chevron,261,390
1959,T-62-TN-2213,Citgo,Citgo,261,390
1961,T-62-TN-2243,Cummins West,Cummins W,261,390
1962,T-62-TN-2215,Kinder Morgan Energy Partners,KMEP,261,390
1963,T-62-TN-2217,Marathon Petroleum Corporation,Marathon,261,390
