ID,NAME,ABBR,PROD_CATEGORY_ID,Short_list
935,Ultra Low Sulfur #2 BIO 4% Prem Clear,UL2PB4,2,N
936,Ultra Low Sulfur #2 BIO 4% Prem Dyed,ULPDB4,2,N
937,Ultra Low Sulfur #2 LED BIO 0-5% Clear,ULEB05,2,N
938,Ultra Low Sulfur #2 LED BIO 0-5% Dyed,ULYB05,2,N
939,RINS 2014 BioDiesel,14RINB,9,N
940,RINS 2014 Ethanol,14RINE,4,N
941,Multi BioDiesel 99.9 with RINS Winter,MW99WR,2,N
942,Multi BioDiesel 99.9 with RINS Winter Dyed,MW99DR,2,N
943,Multi BioDiesel 100 with RINS Winter,MW100R,2,N
944,Multi BioDiesel 100 with RINS Winter Dyed,MW1HDR,2,N
945,Multi BioDiesel 99.9 Winter,MB99 W,2,N
946,ULS Heating Oil,ULS HO,2,N
947,Low Sulfur #2 Heating Oil Dyed,LS2HOD,3,Y
948,Low Sulfur #2 Prem Heating Oil Dye,L2HOPD,3,N
949,Jet Fuel JP8,JetJP8,7,N
950,Ultra Low Sulfur #2 BIO 15% PreWntr Clear,UPWB15,2,N
951,Ultra Low Sulfur #2 BIO 15% PreWntr Dyed,UPWD15,2,N
952,Low Sulfur #2 BIO Heating Oil Dyed 2%,LSHOB2,3,N
953,Low Sulfur#2  BIO Prem Heating Oil Dyed 2%,LSHPB2,3,N
954,Low Sulfur #2 BIO Heating Oil Dyed 5%,LSHOB5,3,N
955,Low Sulfur BIO #2 Prem Heating Oil Dyed 5%,LSHPB5,3,N
956,HS#2 BIO 0-5 % Heating Oil Net Gallon Billing,H2B05N,2,N
957,Renewable Diesel,Rnwbl,2,N
958,Renewable Diesel Dyed,RnwblD,2,N
959,Ultra Low Sulfur #2 BIO 1% Winter Clear,UL2WB1,2,N
960,Ultra Low Sulfur #2 BIO 1% Winter Dyed,ULWDB1,2,N
961,Conv 85 Unl Top Tier with 10% Ethanol,85TT10,6,N
962,Conv 86 Unl Top Tier with 10% Ethanol,86TT10,6,N
963,RINS 2015 BioDiesel,15RINB,9,N
964,RINS 2015 Ethanol,15RINE,9,N
965,Ultra Low Sulfur #2 BIO 15% Heating Oil,UHOB15,2,N
966,Conv 88 Mid Top Tier with 10% Ethanol,88TT10,6,N
967,RBOB Region One,RBOBR1,9,N
968,PBOB Region One,PBOBR1,9,N
969,CBOB Regular 7.8 RVP,CB R78,9,N
970,CBOB Premium 7.8 RVP,CB P78,9,N
971,RFG 91 Pre Top Tier with 10% Ethanol,91R10T,6,N
972,RFG 91 Pre Top Tier VOC2 w/10% Ethanol,9110TV,6,N
973,Conv Unleaded w/Ethanol Low Sulfur Composite,UEthLS,9,N
974,Conv Midgrade w/Ethanol Low Sulfur Composite,MEthLS,9,N
975,Conv Premium w/Ethanol Low Sulfur Composite,PEthLS,9,N
976,RINS 2016 BioDiesel,16RINB,9,N
977,RINS 2016 Ethanol,16RINE,9,N
978,Suboctane Gasoline,Suboct,9,N
979,70% 30% ULS#2 ULS#1 Clear,7030 C,3,Y
980,70% 30% ULS#2 ULS#1 Dyed,7030 D,3,N
981,80% 20% ULS#2 ULS#1 Clear,8020 C,3,Y
982,80% 20% ULS#2 ULS#1 Dyed,8020 D,3,N
983,70% 30% ULS#2 ULS#1 Proprietary Clear,7030PC,3,N
984,70% 30% ULS#2 ULS#1 Proprietary Dyed,7030PD,3,N
985,80% 20% ULS#2 ULS#1 Proprietary Clear,8020PC,3,N
986,80% 20% ULS#2 ULS#1 Proprietary Dyed,8020PD,3,N
